db_id,id_within_district,HSD,Name,Level,Authority,Ownership,NHPI Code,HSDT Code
5625,13,Kasilon HSD,Kidetok Mission Health Centre III,HC III,UEC (UCMB),PNFP,HFSQQFW42,SC8LZPH64/PA9Z6YHN3/8001
5626,14,Serere HSD,Kyere Health Centre III,HC III,MOH,Govt,HFTH938S6,SCSOIBK63/PALHYS7O0/8001
5627,15,Serere HSD,Kyere Mission Health Centre III,HC III,UEC (UCMB),PNFP,HFHRRRY57,SCSOIBK63/PALHYS7O0/8002
5628,16,Serere HSD,Miria Health Centre II,HC II,CBO,PNFP,HF8UE54U2,SCV9WSGM6/PAOE5JYE4/8001
5629,17,Serere HSD,Oburin Health Centre II,HC II,MOH,Govt,HF4X2PNH6,SCV9WSGM6/PA8LTQDL2/8002
5630,18,Serere HSD,Omagoro Health Centre II,HC II,MOH,Govt,HFJKL6KH9,SCSOIBK63/PAQWZW7B3/8001
5631,19,Kasilon HSD,Pingire Health Centre III,HC III,MOH,Govt,HF5UETE59,SC8LZPH64/PAMZMJ9X6/8001
5632,20,Serere HSD,Serere Akoboi Health Centre II,HC II,MOH,Govt,HF9Y6JGZ1,SCV9WSGM6/PANKKR272/8001
5633,21,Serere HSD,Serere Health Centre IV,HC IV,MOH,Govt,HFI3KYO88,SCLSPX441/PA7FQEV96/8001
5634,22,Serere HSD,St. Martins Amakio Health Centre III,HC III,Private,PFP,HFKBP49L3,SCV9WSGM6/PA8LTQDL2/8001
5635,1,Sheema South HSD,Bigona Health Centre II,HC II,MOH,Govt,HFV2AFEI5,SC2NNP778/PA52UQ549/8001
5636,2,Sheema South HSD,Bugongi Health Centre III,HC III,MOH,Govt,HFY5CTUB2,SCNJPUAX1/PAKIESWU8/8002
5637,3,Sheema South HSD,Buraro Health Centre II,HC II,MOH,Govt,HF44LSV72,SCOP3FGP7/PAVDU8DG9/8001
5638,4,Sheema North HSD,Giramatsiko Midical centre Health Centre II,HC II,CBO,PNFP,HFTSEGOS5,SCLO8S5V9/PANT47Y40/8002
5639,5,Sheema South HSD,Hope Medical Centre Health Centre III,HC III,NGO,PNFP,HF7WTXJA3,SCNJPUAX1/PAKIESWU8/8001
5640,6,Sheema North HSD,Kabwohe Clinical Research Centre Special,SC,CAFU,PNFP,HFQPA39T8,SCFGYK3A1/PA6VZ8JM5/8001
,,,Clinic,,,,,
5641,7,Sheema North HSD,Kabwohe Health Centre IV,HC IV,MOH,Govt,HFUP444J4,SCDSPYNF9/PAL88XD48/8001
5642,8,Sheema South HSD,Kanekye Medical Centre Health Centre II,HC II,CBO,PNFP,HFX2Q2DT0,SC5RYT2E5/PA3T3PVI2/8002
5643,9,Sheema South HSD,Karera Health Centre II,HC II,MOH,Govt,HFDF37PO4,SC5RYT2E5/PAPXLUVV3/8001
5644,10,Sheema South HSD,Karugorora Health Centre II,HC II,MOH,Govt,HF6VBW793,SCOP3FGP7/PAP4446X3/8001
5645,11,Sheema South HSD,Kasaana Health Centre II,HC II,CBO,PNFP,HFRJ6AN42,SCOP3FGP7/PAZT8PBY4/8001
5646,12,Sheema North HSD,Kasagama Medical Centre (Sheema) Health,HC II,CBO,PNFP,HFJWE8G80,SCBXVELM9/PA26SQ870/8001
,,,Centre II,,,,,
5647,13,Sheema South HSD,Kasana East Health Centre II,HC II,MOH,Govt,HF7HL7XF6,SCOP3FGP7/PAM3G7TL9/8001
5648,14,Sheema South HSD,Kasana West Health Centre II,HC II,MOH,Govt,HFNJKX823,SCOP3FGP7/PA9JCD5C8/8001
5649,15,Sheema South HSD,Kashozi (Sheema) Health Centre II,HC II,MOH,Govt,HFK7JPFZ0,SC5RYT2E5/PA3T3PVI2/8001
5650,16,Sheema North HSD,Kigarama Health Centre III,HC III,MOH,Govt,HFKU22FC9,SCBYC9DG9/PAJIT62N8/8001
5651,17,Sheema North HSD,Kihunda Health Centre III,HC III,MOH,Govt,HFIT7CA31,SCV6UPSH8/PATNK9IL3/8001
5652,18,Sheema South HSD,Kitagata  General Hospital,Hospital,MOH,Govt,HFHD7MWO5,SCHSXUDQ6/PAXYSB9L3/8001
5653,19,Sheema North HSD,Kitojo Community Health Centre II,HC II,CBO,PNFP,HF9W8G8I9,SCFGYK3A1/PAC7BDRV0/8001
5654,20,Sheema North HSD,Kyabandara Health Centre II,HC II,MOH,Govt,HFIXTZI58,SCENNOZV8/PAOS2CNY2/8001
5655,21,Sheema North HSD,Kyangyenyi Health Centre III,HC III,MOH,Govt,HFUXKV8O7,SCLO8S5V9/PANT47Y40/8001
5656,22,Sheema South HSD,Kyeibanga Health Centre II,HC II,MOH,Govt,HFGCRCCL2,SCHSXUDQ6/PADD5H3D3/8001
5657,23,Sheema South HSD,Kyeihara Health Centre II,HC II,MOH,Govt,HFBYTJFU4,SCOP3FGP7/PAG7BEG93/8001
5658,24,Sheema North HSD,Mabaare Health Centre II,HC II,MOH,Govt,HF4SJY5H6,SCBXVELM9/PASDVMAD0/8001
5659,25,Sheema North HSD,Matsyoro Health Centre II,HC II,MOH,Govt,HFLBLHEQ9,SCB5RBRI5/PA2IHDNQ3/8001
5660,26,Sheema North HSD,Migina Health Centre II,HC II,MOH,Govt,HFVL5S5M5,SCIK5A4U1/PAWVCKAQ0/8001
5661,27,Sheema North HSD,Mushanga Health Centre III,HC III,CBO,PNFP,HFSUYD8Q9,SCRPFS2P3/PAVXZOBE8/8001
5662,28,Sheema North HSD,Muzira Health Centre II,HC II,MOH,Govt,HF4KSDZ50,SCB5RBRI5/PAXFBXGT4/8001
5663,29,Sheema South HSD,Nyakashoga Health Centre II,HC II,CBO,PNFP,HFKMAXN33,SC5I72CN8/PARAECUC1/8001
5664,30,Sheema South HSD,Nyamabaare Health Centre II,HC II,CBO,PNFP,HFC6W9MS4,SCF8A4CV3/PAIOWLJ42/8001
5665,31,Sheema South HSD,Rugarama Health Centre II,HC II,MOH,Govt,HF4AI77S3,SC5I72CN8/PAZM9I9A0/8001
5666,32,Sheema South HSD,Rukondo Health Centre II,HC II,MOH,Govt,HFU4DWS40,SCOP3FGP7/PAOL2C7N9/8001
5667,33,Sheema North HSD,Rushozi Health Centre II,HC II,MOH,Govt,HF7WDTXA6,SCFGYK3A1/PAEZ2MYW8/8001
5668,34,Sheema North HSD,Rwamujojo Health Centre II,HC II,MOH,Govt,HFB3M4963,SCQYZX227/PADB7TAX1/8001
5669,35,Sheema North HSD,Rweibare Health Centre II,HC II,CBO,PNFP,HFKIWDEK0,SCLO8S5V9/PANES9QT3/8001
5670,36,Sheema North HSD,Sheema Kiziba Health Centre II,HC II,MOH,Govt,HFU3838Z9,SCIK5A4U1/PA3TQYQ29/8001
5671,37,Sheema South HSD,Shuuku Health Centre IV,HC IV,MOH,Govt,HFM723562,SCFRSKUC1/PAHV8PWF5/8001
5672,38,Sheema North HSD,St. Claret Health Centre II,HC II,UEC (UCMB),PNFP,HFBLXT5E1,SCBXVELM9/PAUHCCJQ7/8001
5673,1,Budadiri West HSD,Bubeza Health Centre II,HC II,MOH,Govt,HFDC9SN21,SC2QWNY94/PAVGTGB42/8001
5674,2,Budadiri East HSD,Buboolo Health Centre II,HC II,MOH,Govt,HF629X5M7,SCRM7YOO9/PA9PU2MF8/8002
5675,3,Budadiri East HSD,Budadiri Health Centre IV,HC IV,MOH,Govt,HFO388Y78,SCAAJPKY3/PANDVMVB5/8002
5676,4,Budadiri East HSD,Budadiri NGO Health Centre II,HC II,NGO,PNFP,HFGD9F485,SCAAJPKY3/PA54SZCU9/8001
5677,5,Budadiri East HSD,Bugitimwa Govt Health Centre III,HC III,MOH,Govt,HFW856DD0,SCUGSAS45/PAUDSSBM7/8002
5678,6,Budadiri East HSD,Bugitimwa NGO Health Centre II,HC II,NGO,PNFP,HFSTZSWC7,SCUGSAS45/PAUDSSBM7/8001
5679,7,Budadiri West HSD,Bugusege Health Centre II,HC II,MOH,Govt,HFDVVU5I8,SC2QWNY94/PAYSN5RI6/8001
5680,8,Budadiri East HSD,Buhugu Health Centre III,HC III,CBO,PNFP,HFASJ9RQ9,SCS34T6D4/PADRX9S50/8001
5681,9,Budadiri East HSD,Bulujewa Health Centre III,HC III,MOH,Govt,HFFY8CBT4,SCBL4QI90/PAFCA27H9/8001
5682,10,Budadiri East HSD,Bulwala Health Centre III,HC III,MOH,Govt,HFBNTDHS6,SCVR79EJ1/PAL8JMYC8/8001
5683,11,Budadiri East HSD,Bumulisha Health Centre III,HC III,MOH,Govt,HFSN8U4G6,SCS34T6D4/PAKPVUO34/8001
5684,12,Budadiri East HSD,Bumumulo Health Centre III,HC III,MOH,Govt,HF9344EZ7,SCBL4QI90/PAAOEBPJ9/8001
5685,13,Budadiri East HSD,Bunagami Health Centre III,HC III,MOH,Govt,HFYMBD2Y2,SCVR79EJ1/PAEPZHBH7/8001
5686,14,Budadiri East HSD,Bunaseke Health Centre III,HC III,MOH,Govt,HF8ZWMHU9,SCVR79EJ1/PALAFUFX3/8001
5687,15,Budadiri West HSD,Bundege Health Centre II,HC II,MOH,Govt,HFKVMORS0,SCUF8LBI3/PARFN43C8/8001
5688,16,Budadiri West HSD,Busamaga Health Centre II,HC II,CBO,PNFP,HFAU2E2U1,SC2QWNY94/PAFTHUIL3/8001
5689,17,Budadiri East HSD,Butandiga Health Centre III,HC III,MOH,Govt,HFH6OU5C9,SCM7297Q3/PAGVPE3T7/8002
5690,18,Budadiri West HSD,Buteza Health Centre III,HC III,MOH,Govt,HFGDIBLJ2,SC72FCTU4/PA4GGUDT8/8001
5691,19,Budadiri West HSD,Buwalasi Health Centre III,HC III,MOH,Govt,HF9DJ8XS4,SC2QWNY94/PAOO9KF20/8001
5692,20,Budadiri West HSD,Buwasa Health Centre IV,HC IV,MOH,Govt,HFC67V4C8,SCRFNXFF8/PA9OMY486/8001
5693,21,Budadiri West HSD,Buyaya Health Centre II,HC II,MOH,Govt,HFEOBX463,SC9XRU675/PAXEWGQQ7/8001
5694,22,Budadiri West HSD,Buyobo Health Centre II,HC II,MOH,Govt,HFYA2UHS6,SCV94BOC9/PAJX7XWB3/8001
5695,23,Budadiri West HSD,Destiny Domiciliary Clinic Health Centre III,HC III,Private,PFP,HF5AQ8NJ3,SC7GUQHY3/PAI2I45S1/8001
5696,24,Budadiri East HSD,Divine Community Health Centre Health,HC III,Private,PFP,HFIDADF39,SCAAJPKY3/PANDVMVB5/8001
,,,Centre III,,,,,
5697,25,Budadiri East HSD,Kyesha Health Centre II,HC II,MOH,Govt,HFJIPDJJ3,SCBL4QI90/PARM3GQX6/8001
5698,26,Budadiri East HSD,Masiyompo Health Centre III,HC III,CBO,PNFP,HFGIWL3J0,SCRM7YOO9/PA9PU2MF8/8001
5699,27,Budadiri East HSD,Mbaya Health Centre III,HC III,MOH,Govt,HFS84UJH2,SCM7297Q3/PAGVPE3T7/8001
5700,28,Budadiri East HSD,Mutufu Health Centre II,HC II,MOH,Govt,HFV3VTW87,SCS34T6D4/PANKNVZ29/8001
5701,29,Budadiri West HSD,Nampanga Health Centre II,HC II,CBO,PNFP,HFZW42FB1,SCLHWHFT5/PAQXP3CL6/8001
5702,30,Budadiri East HSD,Shared Blessings Health Centre III,HC III,CBO,PNFP,HFVNXV9O4,SCSH3X6U7/PADWYU671/8001
5703,31,Budadiri East HSD,Simu Pondo Health Centre II,HC II,MOH,Govt,HFVGCJ459,SCSH3X6U7/PAM3Q4TT8/8001
5704,32,Budadiri West HSD,Sironko Health Centre III,HC III,MOH,Govt,HFOLZMYB2,SC7GUQHY3/PAGP9JZV1/8001
5705,33,Budadiri West HSD,Sironko Medical Centre Health Centre III,HC III,Private,PFP,HF9ZF6SN0,SC7GUQHY3/PALDIK556/8001
5706,34,Budadiri East HSD,St. Maryâ€™s salalira  Health Centre III,HC III,UEC (UCMB),PNFP,HFCK8HVA3,SCSH3X6U7/PAZB9HJ97/8001
5707,1,Soroti HSD,Agirigiroi Health Centre II,HC II,MOH,Govt,HFWH27G21,SCE2OKKL0/PAINJBTT0/8001
5708,2,Soroti Municipality HSD,AIDS Information Centre Soroti Health,HC II,AIC,PNFP,HFVM3HB31,SCLT6E8C4/PA4MHZIE3/8004
,,,Centre II,,,,,
5709,3,Soroti HSD,Arabaka Health Centre II,HC II,MOH,Govt,HFU29RP75,SCE2OKKL0/PAVLXU5K3/8001
5710,4,Soroti HSD,Arapai Health Centre II,HC II,MOH,Govt,HFU3X2X42,SCE2OKKL0/PAJUS3IK5/8001
5711,5,Soroti HSD,Asuret Health Centre III,HC III,MOH,Govt,HFHRLDK60,SC62B4N74/PAHW24JC0/8001
5712,6,Soroti HSD,Aukot Health Centre II,HC II,MOH,Govt,HF2YQBSZ1,SCDEUO8V8/PA6OPQCD0/8001
5713,7,Soroti HSD,Awaliwal Health Centre II,HC II,MOH,Govt,HF8X9JCC8,SCDEUO8V8/PAJM28R44/8001
5714,8,Soroti Municipality HSD,Beacon Medical Center Health Centre II,HC II,Private,PFP,HFH45AAN5,SCLT6E8C4/PATI9NEO1/8002
5715,9,Soroti Municipality HSD,Bethesda  General Hospital,Hospital,Private,PFP,HFQW9CRJ8,SCLT6E8C4/PACSWQZX3/8001
5716,10,Soroti Municipality HSD,Community clinic (Soroti) Health Centre II,HC II,Private,PFP,HFF2DR774,SCHS6LJC8/PAOQE3RJ6/8011
5717,11,Soroti HSD,Dakabela Health Centre III,HC III,MOH,Govt,HF5O5TG54,SCE2OKKL0/PAZJBU3Q2/8001
5718,12,Soroti Municipality HSD,Destiny Clinic Health Centre II,HC II,Private,PFP,HFAZGTKW1,SCLT6E8C4/PAK8IYR28/8002
5719,13,Soroti Municipality HSD,Doctors Plaza Health Centre II,HC II,Private,PFP,HFAYX8L46,SCHS6LJC8/PAOQE3RJ6/8010
5720,14,Soroti Municipality HSD,Eastern  Health Centre III,HC III,MOH,Govt,HF5B5LU54,SCF37N7P2/PAAXEJKH1/8001
5721,15,Soroti Municipality HSD,Garden Clinic (Soroti) Health Centre II,HC II,Private,PFP,HFU9IHSM2,SCF37N7P2/PAM8GG9N1/8001
5722,16,Soroti HSD,Gweri Health Centre III,HC III,MOH,Govt,HFXFYJ9M6,SCDEUO8V8/PAA5QKDS1/8001
5723,17,Soroti Municipality HSD,Islamic Health Centre III,HC III,UMMB,PNFP,HF29UZVR7,SCHS6LJC8/PACD78EM6/8001
5724,18,Soroti Municipality HSD,Joint Clinic Health Centre II,HC II,Private,PFP,HFAZ7TQW1,SCHS6LJC8/PAOQE3RJ6/8009
5725,19,Soroti HSD,Kamuda Health Centre III,HC III,MOH,Govt,HFJPI5IJ3,SCYWZWVY6/PANM6IZM0/8001
5726,20,Soroti HSD,Katine Ngo Health Centre II,HC II,NGO,PNFP,HFPH2B5H9,SC782J598/PAISV5IZ0/8001
5727,21,Soroti Municipality HSD,Kichinjaji Health Centre III,HC III,MOH,Govt,HFM2KJGW9,SCHS6LJC8/PAIQDJFI0/8002
5728,22,Soroti HSD,Lalle Health Centre II,HC II,MOH,Govt,HF2GFUD54,SCYWZWVY6/PA3FWSL32/8001
5729,23,Soroti Municipality HSD,Madera  Ngo Health Centre II,HC II,NGO,PNFP,HFFAPBOL4,SCHS6LJC8/PANVQWOB1/8003
5730,24,Soroti Municipality HSD,Mama Kevina Health Centre II,HC II,CBO,PNFP,HFQIIBCR9,SCLT6E8C4/PATI9NEO1/8001
5731,25,Soroti Municipality HSD,Mariestopes (Soroti) Health Centre II,HC II,Private,PFP,HFA6TCF31,SCHS6LJC8/PAIQDJFI0/8001
5732,26,Soroti Municipality HSD,Merryland Health Centre II,HC II,Private,PFP,HFMIODO31,SCHS6LJC8/PAOQE3RJ6/8008
5733,27,Soroti Municipality HSD,Moruapesur Health Centre II,HC II,MOH,Govt,HFXP7N9X5,SCF37N7P2/PAJ34L3D1/8002
5734,28,Soroti HSD,Obule  C. B Health Centre II,HC II,CBO,PNFP,HFSMQ72P8,SC62B4N74/PA6KKFQH4/8001
5735,29,Soroti HSD,Ocokican Health Centre II,HC II,MOH,Govt,HFJIE6S42,SC62B4N74/PAHP3QJ96/8001
5736,30,Soroti HSD,Ojom Health Centre II,HC II,MOH,Govt,HFHNDGWP1,SC782J598/PAJ7WG7P0/8001
5737,31,Soroti HSD,Opuyo Health Centre II,HC II,MOH,Govt,HF2ODXZR6,SC5SPU9E6/PAPV9QAT5/8001
5738,32,Soroti Municipality HSD,OWEN Clinic Health Centre II,HC II,Private,PFP,HFP9B27A9,SCHS6LJC8/PAOQE3RJ6/8007
5739,33,Soroti Municipality HSD,Princess Diana Health Centre IV,HC IV,MOH,Govt,HF5BJF5L2,SCHS6LJC8/PANVQWOB1/8002
5740,34,Soroti Municipality HSD,Shilloam Nursing Home Health Centre III,HC III,Private,PFP,HF859W3Z4,SCF37N7P2/PAJ34L3D1/8001
5741,35,Soroti Municipality HSD,Soroti (Soroti RRH ) Blood Collection &,BCDP,UBTS,Govt,HFOZSEL34,SCHS6LJC8/PAOQE3RJ6/8006
,,,Distribution Point,,,,,
5742,36,Soroti Municipality HSD,Soroti Baptist Health Centre III,HC III,Private,PFP,HFZPG29G6,SCLT6E8C4/PA4MHZIE3/8003
5743,37,Soroti HSD,Soroti Health Centre III,HC III,MOH,Govt,HF9EP68R0,SC5SPU9E6/PAYQYUH83/8001
5744,38,Soroti Municipality HSD,Soroti Islamic  Health Centre III,HC III,UMMB,PNFP,HFINGZFA3,SCHS6LJC8/PAZUGIW27/8002
5745,39,Soroti Municipality HSD,Soroti Medical Associates Health Centre III,HC III,Private,PFP,HFNFWWXT3,SCLT6E8C4/PA4MHZIE3/8002
5746,40,Soroti Municipality HSD,Soroti medical Chambers Health Centre II,HC II,Private,PFP,HF5P77P58,SCHS6LJC8/PANVQWOB1/8001
5747,41,Soroti Municipality HSD,Soroti Police Clinic Health Centre III,HC III,UPF,Govt,HFWXL5Y63,SCF37N7P2/PA7GHBR60/8002
5748,42,Soroti Municipality HSD,Soroti Prisons Health Centre III,HC III,UPS,Govt,HFKB652Q5,SCHS6LJC8/PAZUGIW27/8001
5749,43,Soroti Municipality HSD,Soroti Regional Referral Hospital,RRH,MOH,Govt,HFXD4XHR4,SCHS6LJC8/PAOQE3RJ6/8005
5750,44,Soroti Municipality HSD,St. Peters Ngo Health Centre II,HC II,NGO,PNFP,HFJRNXGS0,SCHS6LJC8/PAOQE3RJ6/8004
5751,45,Soroti Municipality HSD,TASO Soroti Clinic Special Clinic,SC,TASO,PNFP,HFNNJMGE6,SCHS6LJC8/PAOQE3RJ6/8003
5752,46,Soroti Municipality HSD,Teso Health Care Health Centre II,HC II,Private,PFP,HFXKQ5882,SCHS6LJC8/PAOQE3RJ6/8002
5753,47,Soroti Municipality HSD,Teso Safe Motherhood Health Centre III,HC III,CBO,PNFP,HF8XYO5S6,SCLT6E8C4/PA4MHZIE3/8001
5754,48,Soroti Municipality HSD,Teso wellfare  Health Centre II,HC II,Private,PFP,HFUZDY284,SCLT6E8C4/PAK8IYR28/8001
5755,49,Soroti HSD,Tiriri Health Centre IV,HC IV,MOH,Govt,HFCFXYQM1,SC782J598/PAMRB3ZD4/8001
5756,50,Soroti Municipality HSD,Trinity clinic Health Centre II,HC II,Private,PFP,HFZY5SOK3,SCF37N7P2/PA7GHBR60/8001
5757,51,Soroti HSD,Tubur Health Centre III,HC III,MOH,Govt,HF5HAAIZ8,SC6348DM3/PAWHYHDW7/8001
5758,52,Soroti Municipality HSD,Uganda Cares Health Centre II,HC II,NGO,PNFP,HFHURKLC9,SCHS6LJC8/PAOQE3RJ6/8001
5759,53,Soroti Municipality HSD,Western Health Centre III,HC III,MOH,Govt,HFYKK8PH9,SCLT6E8C4/PAGVIKWJ9/8001
5760,1,Tororo County HSD,Afia Bora Medical Center Clinic,Clinic,Private,PFP,HFDGM7JZ2,SCYJQYQR4/PAD9I78Q1/8002
5761,2,Tororo County HSD,Africure Medical Center Clinic,Clinic,Private,PFP,HFKASR741,SCYJQYQR4/PARU28TE9/8001
5762,3,Tororo County HSD,Amoni Health Centre II,HC II,MOH,Govt,HF6BQAER7,SCIDIS5Q8/PA628XJS9/8001
5763,4,Tororo County HSD,Apetai Health Centre II,HC II,MOH,Govt,HFK9JXMN3,SCTBQLZG6/PAB7KDNN8/8001
5764,5,Tororo County HSD,Atangi Health Centre II,HC II,MOH,Govt,HF3ZWCYS9,SC4AYIBI4/PATQ69PK6/8003
5765,6,Tororo Municipality HSD,Benedictine Eye  General Hospital,Hospital,NGO,PNFP,HFG3KTDW6,SCKKXRUJ9/PAQKZVJY2/8006
5766,7,Tororo Municipality HSD,Bison Health Centre III,HC III,MOH,Govt,HFLSZKF75,SCDPMJ782/PASNEXYN7/8001
5767,8,Tororo County HSD,Case Clinic Clinic,Clinic,Private,PFP,HFSK88YA7,SCYJQYQR4/PAPLSOH80/8001
5768,9,West Budama South HSD,Chawolo Health Centre II,HC II,MOH,Govt,HFXORB2S8,SC22QAZP4/PAA2OGG87/8001
5769,10,Tororo Municipality HSD,Dembe Clinic (Tororo) Clinic,Clinic,Private,PFP,HF9DX6XD3,SCKKXRUJ9/PACMVUQV3/8002
5770,11,Tororo Municipality HSD,Destiny Medical Center Clinic,Clinic,Private,PFP,HF8VCIB92,SCDPMJ782/PAYAS82E7/8009
5771,12,Tororo Municipality HSD,Divine Mercy  General Hospital,Hospital,Private,PFP,HF5Y9LV64,SCKKXRUJ9/PACMVUQV3/8001
5772,13,Tororo County HSD,El-Shadai Medical Centre Clinic,Clinic,Private,PFP,HFBFUFJH7,SCIDIS5Q8/PAK52FLM6/8004
5773,14,Tororo County HSD,Family Doctors Clinic Clinic,Clinic,Private,PFP,HFZ6TVVJ1,SCYJQYQR4/PAD9I78Q1/8001
5774,15,Tororo County HSD,Friends Medical Clinic Clinic,Clinic,Private,PFP,HFKGW9WV2,SC4AYIBI4/PAOV2SZ63/8001
5775,16,West Budama South  HSD,Fungwe Health Centre II,HC II,MOH,Govt,HF7ZGNV97,SCULOPF48/PAE2XIVP3/8004
5776,17,Tororo Municipality HSD,Geel  General Hospital,Hospital,Private,PFP,HFOSGZ8A0,SCDPMJ782/PAYAS82E7/8008
5777,18,West Budama North HSD,Geno Community Nursing Home Clinic,Clinic,Private,PFP,HFIVAPPG9,SCMOJ8I91/PANGUYF22/8004
5778,19,West Budama North HSD,Goria Health Centre II,HC II,Private,PFP,HFRLIB9Q7,SCU9FU7V8/PANWR3BO8/8002
5779,20,West Budama North HSD,Goria Medical Centre Clinic,Clinic,Private,PFP,HFWZPGC96,SCU9FU7V8/PALUR6L74/8001
5780,21,West Budama South HSD,Grace Medical Clinic (Tororo) Clinic,Clinic,Private,PFP,HFYDNH2T2,SC22QAZP4/PA46JGSN7/8003
5781,22,West Budama North HSD,Gwara Gwara Health Centre II,HC II,MOH,Govt,HFE3GI8D0,SCMOJ8I91/PACH4QER2/8001
5782,23,Tororo County HSD,Holy Family Clinic Clinic,Clinic,Private,PFP,HFSN56VG1,SCWAFX6O6/PA2IF9SK3/8004
5783,24,West Budama North HSD,Hope For Kids Medical Center Clinic,Clinic,Private,PFP,HFNSOO2L9,SCRYSRLM3/PAIB3CDZ0/8004
5784,25,Tororo Municipality HSD,Hope Medical Clinic Clinic,Clinic,Private,PFP,HF6AZ69N4,SCDPMJ782/PAYAS82E7/8007
5785,26,West Budama South  HSD,Iyolwa Health Centre III,HC III,MOH,Govt,HF7R564I2,SCULOPF48/PAE2XIVP3/8003
5786,27,Tororo Municipality HSD,Jrc Medical Chambers  General Hospital,Hospital,Private,PFP,HFSC6N4V9,SCKKXRUJ9/PAQKZVJY2/8005
5787,28,Tororo County HSD,Jubilee Medical Center Clinic,Clinic,Private,PFP,HF5ATROR2,SCG7H6H27/PAY5LZPY6/8003
5788,29,Tororo County HSD,Kamuli Health Centre II,HC II,MOH,Govt,HFL3TNNY2,SCTBQLZG6/PAC2TIHN4/8001
5789,30,Tororo Municipality HSD,Kasoli Health Centre II,HC II,MOH,Govt,HF7WW6QR6,SCKKXRUJ9/PAQKZVJY2/8004
5790,31,West Budama North HSD,Katajula Health Centre II,HC II,MOH,Govt,HFVURQFL8,SC8TKSZG5/PAJDL2XP9/8001
5791,32,Tororo County HSD,Kayoro Health Centre II,HC II,MOH,Govt,HF2G26UN8,SCG7H6H27/PAJ8ZUDM1/8002
5792,33,Tororo County HSD,Kidoko Health Centre II,HC II,MOH,Govt,HFLE2VVM6,SCQP7LME6/PA2M39KE0/8001
5793,34,West Budama North HSD,Kirewa Chawolo Health Centre II,HC II,MOH,Govt,HFND5IXZ9,SCRYSRLM3/PAVL228F6/8003
5794,35,West Budama North HSD,Kirewa Community Health Centre III,HC III,MOH,Govt,HF9LQSAX2,SCRYSRLM3/PAIB3CDZ0/8003
5795,36,West Budama South HSD,Kisa Medical Clinic Clinic,Clinic,Private,PFP,HFBYDUR23,SC2Z3C478/PASMPXPA8/8003
5796,37,West Budama North HSD,Kisoko Health Centre II,HC II,Private,PFP,HF58U9SW3,SCMOJ8I91/PANGUYF22/8002
5797,38,West Budama North HSD,Kisoko Health Centre III,HC III,MOH,Govt,HFUKCR6B3,SCMOJ8I91/PANGUYF22/8003
5798,39,West Budama South HSD,Kiyeyi Health Centre III,HC III,MOH,Govt,HFOYQGTE4,SCCUKOB42/PAFY8RLP5/8001
5799,40,Tororo Municipality HSD,Klinic Of St. Francis Clinic,Clinic,Private,PFP,HFYF73OQ1,SCDPMJ782/PAYAS82E7/8006
5800,41,Tororo County HSD,Kwapa Family Clinic Clinic,Clinic,Private,PFP,HFOW5VBX4,SC4AYIBI4/PATQ69PK6/8002
5801,42,Tororo County HSD,Kwapa Health Centre III,HC III,MOH,Govt,HF95QSX60,SC4AYIBI4/PATQ69PK6/8001
5802,43,Tororo Municipality HSD,Kyamwinula Health Centre II,HC II,MOH,Govt,HFQ6ZH8T5,SCDPMJ782/PA4QMPK40/8001
5803,44,West Budama South HSD,Life Care Medical Center Siwa Clinic,Clinic,Private,PFP,HFO6FOD30,SCCUKOB42/PAEHD3BF5/8006
5804,45,West Budama South HSD,Ligingi Health Centre II,HC II,MOH,Govt,HFYY7P3O9,SCCUKOB42/PAOBI5DC0/8001
5805,46,West Budama South HSD,Lwala Health Centre II,HC II,MOH,Govt,HF3ZCZ2H6,SC22QAZP4/PA3FTICC3/8001
5806,47,West Budama South HSD,Magola Health Centre II,HC II,MOH,Govt,HFEWVMRD1,SC2Z3C478/PASMPXPA8/8002
5807,48,West Budama North HSD,Makawari Health Centre II,HC II,MOH,Govt,HFG8KMJM2,SCVSFGK90/PAVYBRBK0/8001
5808,49,Tororo County HSD,Malaba Health Centre III,HC III,MOH,Govt,HFQWNHJG5,SCYJQYQR4/PAZV2NRH8/8001
5809,50,Tororo County HSD,Maliri Health Centre II,HC II,MOH,Govt,HFXKFBWS4,SCWAFX6O6/PA2IF9SK3/8003
5810,51,West Budama South  HSD,Mari Beri Clinic Clinic,Clinic,Private,PFP,HFR25JRJ7,SCULOPF48/PAE2XIVP3/8002
5811,52,West Budama North HSD,Maundo Health Centre II,HC II,MOH,Govt,HF5OO4IB0,SC8TKSZG5/PA4KRJLG3/8001
5812,53,West Budama North HSD,Mbula Health Centre II,HC II,MOH,Govt,HFGT8GLI5,SCVSFGK90/PAGRQFC57/8001
5813,54,Tororo Municipality HSD,Med- Link  Clinic,Clinic,Private,PFP,HF2PIVRI1,SCKKXRUJ9/PAMZGWAB5/8002
5814,55,Tororo County HSD,Meeg Medical Center Clinic,Clinic,Private,PFP,HFXHTMHN4,SCYJQYQR4/PAPLUHJB5/8001
5815,56,Tororo County HSD,Mella Health Centre III,HC III,MOH,Govt,HFKUWZ850,SCIDIS5Q8/PAK52FLM6/8003
5816,57,West Budama South HSD,Mercy Central Clinic Clinic,Clinic,Private,PFP,HFAA9WLO0,SC462K3V7/PAJP8YDY7/8003
